Date,Grocery,Produce,Kitchen,Dairy,Beverage,Bakery,Frozen,Deli,Cheese,Beer,Sushi,Meat,Meat Pre-Packed,Nuts,Pre-Priced Chips and Cookies,Pre-Priced Bread,Flower,Fish,Salad Bar,Total Sales,COGS,Payroll
1/11/22 0:00,"$5,791.73 ","$3,970.73 ","$4,442.87 ","$2,637.97 ","$3,851.89 ","$1,505.19 ","$1,499.18 ","$2,060.03 ","$1,903.66 ","$1,303.84 ","$1,957.83 ","$1,504.35 ",$404.10 ,$278.56 ,$348.80 ,$455.53 ,$596.08 ,$169.35 ,$238.95 ,"$34,920.64 ","$17,460.32 ","$8,730.16 "
1/12/22 0:00,"$5,528.89 ","$3,003.86 ","$4,898.09 ","$2,603.78 ","$3,659.70 ","$1,195.87 ","$1,447.85 ","$2,750.96 ","$1,267.09 ","$1,661.29 ","$1,562.77 ","$1,899.23 ",$235.71 ,$201.45 ,$176.58 ,$479.48 ,$811.11 ,$274.14 ,$292.60 ,"$33,950.45 ","$16,975.22 ","$8,487.61 "
1/13/22 0:00,"$5,568.04 ","$3,178.58 ","$4,321.47 ","$2,385.83 ","$3,826.68 ","$1,144.73 ","$1,004.47 ","$2,929.43 ","$1,127.80 ","$1,088.80 ","$1,743.94 ","$1,770.75 ",$400.46 ,$241.50 ,$167.76 ,$545.35 ,$809.34 ,$214.16 ,$340.57 ,"$32,809.66 ","$16,404.83 ","$8,202.41 "
1/14/22 0:00,"$5,925.60 ","$3,612.87 ","$4,474.18 ","$2,531.57 ","$3,660.29 ","$1,489.50 ","$1,652.43 ","$2,107.13 ","$1,509.21 ","$1,365.41 ","$1,821.21 ","$1,715.35 ",$229.72 ,$254.55 ,$235.26 ,$494.06 ,$735.95 ,$335.82 ,$187.63 ,"$34,337.74 ","$17,168.87 ","$8,584.43 "
1/15/22 0:00,"$5,071.04 ","$3,081.37 ","$4,514.77 ","$2,645.14 ","$3,759.54 ","$1,779.39 ","$1,257.39 ","$2,559.67 ","$1,299.59 ","$1,478.68 ","$1,784.80 ","$1,572.67 ",$296.44 ,$217.29 ,$300.19 ,$365.69 ,$490.92 ,$310.76 ,$168.12 ,"$32,953.46 ","$16,476.73 ","$8,238.36 "
1/16/22 0:00,"$5,087.13 ","$3,881.90 ","$4,140.44 ","$2,940.95 ","$3,492.92 ","$1,778.83 ","$1,044.66 ","$2,451.73 ","$1,984.49 ","$1,760.52 ","$1,944.75 ","$1,328.58 ",$428.19 ,$289.95 ,$218.01 ,$493.36 ,$591.32 ,$183.59 ,$229.17 ,"$34,270.49 ","$17,135.25 ","$8,567.62 "
1/17/22 0:00,"$5,020.22 ","$3,719.62 ","$4,712.89 ","$2,575.63 ","$3,204.88 ","$1,975.80 ","$1,503.47 ","$2,798.71 ","$1,039.84 ","$1,325.52 ","$1,842.02 ","$1,070.08 ",$509.04 ,$240.87 ,$282.47 ,$544.78 ,$690.27 ,$304.72 ,$297.27 ,"$33,658.10 ","$16,829.05 ","$8,414.52 "
1/18/22 0:00,"$5,832.62 ","$3,966.39 ","$4,830.48 ","$2,614.37 ","$3,810.00 ","$1,382.72 ","$1,920.55 ","$2,623.48 ","$1,190.90 ","$1,792.15 ","$1,912.52 ","$1,258.81 ",$290.48 ,$218.21 ,$327.89 ,$428.15 ,$515.55 ,$200.65 ,$315.09 ,"$35,431.01 ","$17,715.51 ","$8,857.75 "
1/19/22 0:00,"$5,778.16 ","$3,507.64 ","$4,057.91 ","$2,067.86 ","$3,567.82 ","$1,391.99 ","$1,029.44 ","$2,278.27 ","$1,753.56 ","$1,782.69 ","$1,831.06 ","$1,194.69 ",$241.20 ,$261.12 ,$308.63 ,$358.69 ,$472.18 ,$207.52 ,$190.37 ,"$32,280.80 ","$16,140.40 ","$8,070.20 "
1/20/22 0:00,"$5,870.01 ","$3,300.40 ","$4,291.39 ","$2,952.22 ","$3,139.51 ","$1,001.82 ","$1,013.74 ","$2,001.47 ","$1,386.38 ","$1,019.46 ","$1,672.12 ","$1,227.90 ",$636.86 ,$263.94 ,$170.32 ,$495.47 ,$617.01 ,$346.77 ,$216.47 ,"$31,623.26 ","$15,811.63 ","$7,905.82 "
1/21/22 0:00,"$5,978.62 ","$3,549.50 ","$4,038.04 ","$2,528.08 ","$3,804.89 ","$1,829.92 ","$1,587.75 ","$2,482.87 ","$1,562.24 ","$1,190.41 ","$1,636.29 ","$1,226.77 ",$241.73 ,$238.87 ,$239.22 ,$411.83 ,$669.92 ,$172.99 ,$167.81 ,"$33,557.75 ","$16,778.88 ","$8,389.44 "
1/22/22 0:00,"$5,799.16 ","$3,930.82 ","$4,956.54 ","$2,801.27 ","$3,958.59 ","$1,646.63 ","$1,542.99 ","$2,894.11 ","$1,815.45 ","$1,653.39 ","$1,674.98 ","$1,430.55 ",$484.36 ,$203.15 ,$157.60 ,$533.59 ,$691.31 ,$298.92 ,$223.70 ,"$36,697.11 ","$18,348.55 ","$9,174.28 "
1/23/22 0:00,"$5,461.48 ","$3,520.76 ","$4,667.17 ","$2,050.29 ","$3,346.16 ","$1,769.92 ","$1,015.71 ","$2,905.36 ","$1,666.86 ","$1,496.04 ","$1,704.09 ","$1,380.71 ",$595.63 ,$266.16 ,$183.73 ,$386.51 ,$675.19 ,$299.00 ,$214.99 ,"$33,605.76 ","$16,802.88 ","$8,401.44 "
1/24/22 0:00,"$5,780.53 ","$3,267.21 ","$4,964.20 ","$2,420.91 ","$3,293.51 ","$1,470.62 ","$1,103.07 ","$2,125.30 ","$1,603.55 ","$1,027.64 ","$1,913.40 ","$1,337.05 ",$283.77 ,$223.78 ,$304.14 ,$425.33 ,$531.14 ,$191.88 ,$261.06 ,"$32,528.09 ","$16,264.04 ","$8,132.02 "
1/25/22 0:00,"$5,118.27 ","$3,877.40 ","$4,531.49 ","$2,256.98 ","$3,081.78 ","$1,920.19 ","$1,836.39 ","$2,860.68 ","$1,681.82 ","$1,359.65 ","$1,855.47 ","$1,881.24 ",$523.16 ,$214.99 ,$184.82 ,$354.74 ,$556.69 ,$326.47 ,$290.37 ,"$34,712.60 ","$17,356.30 ","$8,678.15 "
1/26/22 0:00,"$5,639.92 ","$3,371.92 ","$4,802.07 ","$2,266.98 ","$3,664.49 ","$1,029.11 ","$1,452.64 ","$2,034.43 ","$1,064.24 ","$1,625.77 ","$1,913.42 ","$1,202.74 ",$565.31 ,$282.09 ,$261.76 ,$437.74 ,$572.31 ,$167.82 ,$239.66 ,"$32,594.42 ","$16,297.21 ","$8,148.60 "
1/27/22 0:00,"$5,143.35 ","$3,001.38 ","$4,374.41 ","$2,791.45 ","$3,958.96 ","$1,115.28 ","$1,124.39 ","$2,092.35 ","$1,097.80 ","$1,991.69 ","$1,962.57 ","$1,163.65 ",$553.60 ,$250.42 ,$273.00 ,$388.00 ,$492.04 ,$293.37 ,$150.26 ,"$32,217.97 ","$16,108.98 ","$8,054.49 "
1/28/22 0:00,"$5,944.67 ","$3,247.69 ","$4,353.82 ","$2,623.87 ","$3,135.99 ","$1,376.02 ","$1,155.92 ","$2,966.22 ","$1,607.55 ","$1,206.87 ","$1,907.40 ","$1,076.00 ",$225.85 ,$244.79 ,$181.33 ,$469.42 ,$493.12 ,$150.07 ,$297.59 ,"$32,664.19 ","$16,332.10 ","$8,166.05 "
1/29/22 0:00,"$5,521.85 ","$3,318.23 ","$4,378.27 ","$2,439.75 ","$3,485.16 ","$1,085.11 ","$1,611.42 ","$2,386.97 ","$1,367.84 ","$1,152.72 ","$1,981.14 ","$1,924.86 ",$520.79 ,$275.48 ,$332.96 ,$499.24 ,$606.36 ,$292.18 ,$190.30 ,"$33,370.63 ","$16,685.32 ","$8,342.66 "
1/30/22 0:00,"$5,414.66 ","$3,858.78 ","$4,657.86 ","$2,010.59 ","$3,098.24 ","$1,087.89 ","$1,328.67 ","$2,070.78 ","$1,995.71 ","$1,364.37 ","$1,974.93 ","$1,194.35 ",$278.56 ,$247.07 ,$161.70 ,$405.97 ,$457.78 ,$273.71 ,$280.24 ,"$32,161.86 ","$16,080.93 ","$8,040.46 "
1/31/22 0:00,"$5,264.56 ","$3,458.50 ","$4,359.45 ","$2,964.93 ","$3,034.11 ","$1,566.87 ","$1,025.71 ","$2,470.46 ","$1,820.66 ","$1,550.91 ","$1,660.48 ","$1,572.27 ",$350.98 ,$261.18 ,$333.85 ,$376.75 ,$449.49 ,$225.79 ,$328.15 ,"$33,075.10 ","$16,537.55 ","$8,268.78 "
2/1/22 0:00,"$5,774.23 ","$3,444.59 ","$4,900.37 ","$2,962.02 ","$3,664.50 ","$1,216.12 ","$1,636.02 ","$2,046.14 ","$1,926.48 ","$1,664.50 ","$1,696.15 ","$1,373.72 ",$664.41 ,$240.62 ,$172.76 ,$373.95 ,$627.47 ,$280.01 ,$231.82 ,"$34,895.88 ","$17,447.94 ","$8,723.97 "
2/2/22 0:00,"$5,456.15 ","$3,336.10 ","$4,983.27 ","$2,217.55 ","$3,867.69 ","$1,626.54 ","$1,032.35 ","$2,016.37 ","$1,180.46 ","$1,360.81 ","$1,787.60 ","$1,555.30 ",$226.12 ,$288.75 ,$330.17 ,$400.95 ,$421.44 ,$283.28 ,$156.17 ,"$32,527.07 ","$16,263.53 ","$8,131.77 "
2/3/22 0:00,"$5,568.43 ","$3,880.68 ","$4,030.43 ","$2,041.35 ","$3,337.57 ","$1,929.40 ","$1,110.28 ","$2,561.75 ","$1,624.73 ","$1,228.44 ","$1,845.27 ","$1,642.57 ",$630.86 ,$256.56 ,$223.58 ,$515.68 ,$581.11 ,$272.45 ,$336.46 ,"$33,617.60 ","$16,808.80 ","$8,404.40 "
2/4/22 0:00,"$5,018.79 ","$3,945.03 ","$4,193.62 ","$2,530.20 ","$3,875.77 ","$1,823.88 ","$1,158.77 ","$2,211.21 ","$1,027.88 ","$1,005.22 ","$1,732.35 ","$1,840.08 ",$475.61 ,$290.25 ,$307.97 ,$436.61 ,$736.91 ,$190.31 ,$208.53 ,"$33,008.99 ","$16,504.50 ","$8,252.25 "
2/5/22 0:00,"$5,617.64 ","$3,991.89 ","$4,112.25 ","$2,951.41 ","$3,117.05 ","$1,248.43 ","$1,143.28 ","$2,621.91 ","$1,735.14 ","$1,183.45 ","$1,893.88 ","$1,507.26 ",$215.66 ,$289.88 ,$228.85 ,$388.59 ,$838.42 ,$211.58 ,$295.71 ,"$33,592.28 ","$16,796.14 ","$8,398.07 "
2/6/22 0:00,"$5,612.10 ","$3,376.74 ","$4,042.36 ","$2,910.40 ","$3,237.96 ","$1,089.66 ","$1,761.56 ","$2,334.70 ","$1,042.22 ","$1,100.06 ","$1,816.00 ","$1,327.24 ",$577.00 ,$275.86 ,$296.63 ,$406.73 ,$624.94 ,$324.90 ,$218.48 ,"$32,375.54 ","$16,187.77 ","$8,093.89 "
2/7/22 0:00,"$5,616.93 ","$3,966.15 ","$4,227.74 ","$2,584.66 ","$3,901.61 ","$1,950.19 ","$1,093.45 ","$2,132.48 ","$1,674.08 ","$1,242.11 ","$1,797.94 ","$1,181.08 ",$628.75 ,$254.81 ,$320.48 ,$419.98 ,$515.71 ,$317.10 ,$318.32 ,"$34,143.57 ","$17,071.78 ","$8,535.89 "
2/8/22 0:00,"$5,943.75 ","$3,791.88 ","$4,446.79 ","$2,303.55 ","$3,508.51 ","$1,994.50 ","$1,148.64 ","$2,984.40 ","$1,212.37 ","$1,322.57 ","$1,572.70 ","$1,606.82 ",$428.78 ,$265.42 ,$255.09 ,$390.79 ,$682.58 ,$217.30 ,$280.41 ,"$34,356.85 ","$17,178.43 ","$8,589.21 "
2/9/22 0:00,"$5,681.82 ","$3,675.69 ","$4,836.99 ","$2,329.96 ","$3,608.19 ","$1,374.49 ","$1,447.02 ","$2,249.94 ","$1,591.19 ","$1,078.74 ","$1,585.66 ","$1,132.00 ",$595.92 ,$222.21 ,$230.43 ,$457.91 ,$465.22 ,$347.69 ,$208.60 ,"$33,119.67 ","$16,559.84 ","$8,279.92 "
2/10/22 0:00,"$5,359.51 ","$3,244.89 ","$4,221.82 ","$2,897.91 ","$3,038.02 ","$1,460.68 ","$1,140.08 ","$2,061.98 ","$1,275.97 ","$1,405.85 ","$1,656.64 ","$1,855.81 ",$655.24 ,$291.91 ,$228.93 ,$463.90 ,$818.72 ,$339.38 ,$177.31 ,"$32,594.55 ","$16,297.28 ","$8,148.64 "
2/11/22 0:00,"$5,437.03 ","$3,216.46 ","$4,493.95 ","$2,491.78 ","$3,128.39 ","$1,145.33 ","$1,746.94 ","$2,278.84 ","$1,022.40 ","$1,167.63 ","$1,981.24 ","$1,027.79 ",$484.11 ,$285.97 ,$161.32 ,$505.92 ,$739.77 ,$292.45 ,$182.67 ,"$31,789.99 ","$15,895.00 ","$7,947.50 "
2/12/22 0:00,"$5,697.63 ","$3,166.05 ","$4,929.62 ","$2,131.12 ","$3,055.79 ","$1,710.18 ","$1,487.75 ","$2,251.70 ","$1,685.54 ","$1,581.37 ","$1,538.11 ","$1,845.30 ",$658.35 ,$278.71 ,$152.96 ,$489.10 ,$467.80 ,$191.18 ,$305.54 ,"$33,623.80 ","$16,811.90 ","$8,405.95 "
2/13/22 0:00,"$5,060.23 ","$3,922.76 ","$4,667.21 ","$2,248.43 ","$3,905.00 ","$1,421.83 ","$1,879.64 ","$2,299.65 ","$1,448.66 ","$1,377.88 ","$1,980.13 ","$1,219.25 ",$408.49 ,$202.55 ,$298.71 ,$399.16 ,$443.95 ,$196.28 ,$170.26 ,"$33,550.07 ","$16,775.04 ","$8,387.52 "
2/14/22 0:00,"$5,666.77 ","$3,294.08 ","$4,798.08 ","$2,276.79 ","$3,134.79 ","$1,803.02 ","$1,038.12 ","$2,355.67 ","$1,724.23 ","$1,639.65 ","$1,738.55 ","$1,487.86 ",$605.93 ,$219.45 ,$233.08 ,$381.50 ,$816.83 ,$245.42 ,$179.16 ,"$33,638.98 ","$16,819.49 ","$8,409.75 "
2/15/22 0:00,"$5,670.64 ","$3,453.09 ","$4,550.99 ","$2,123.55 ","$3,849.67 ","$1,577.30 ","$1,855.20 ","$2,805.17 ","$1,056.28 ","$1,776.15 ","$1,717.98 ","$1,730.52 ",$590.33 ,$291.67 ,$180.22 ,$530.78 ,$830.22 ,$164.97 ,$268.26 ,"$35,022.99 ","$17,511.50 ","$8,755.75 "
2/16/22 0:00,"$5,210.38 ","$3,493.96 ","$4,980.47 ","$2,463.04 ","$3,351.03 ","$1,042.78 ","$1,153.81 ","$2,059.78 ","$1,530.20 ","$1,084.70 ","$1,923.44 ","$1,784.17 ",$559.46 ,$280.91 ,$324.31 ,$515.13 ,$513.10 ,$329.61 ,$175.30 ,"$32,775.58 ","$16,387.79 ","$8,193.90 "
2/17/22 0:00,"$5,128.93 ","$3,778.17 ","$4,588.66 ","$2,916.05 ","$3,800.60 ","$1,334.95 ","$1,925.63 ","$2,354.53 ","$1,054.27 ","$1,382.48 ","$1,915.74 ","$1,401.78 ",$405.72 ,$284.62 ,$277.55 ,$351.49 ,$477.34 ,$231.64 ,$160.68 ,"$33,770.83 ","$16,885.41 ","$8,442.71 "
2/18/22 0:00,"$5,315.43 ","$3,844.23 ","$4,045.51 ","$2,668.78 ","$3,365.04 ","$1,808.60 ","$1,326.04 ","$2,103.75 ","$1,143.85 ","$1,977.78 ","$1,566.99 ","$1,499.45 ",$434.11 ,$240.46 ,$244.90 ,$354.69 ,$710.33 ,$221.41 ,$188.81 ,"$33,060.16 ","$16,530.08 ","$8,265.04 "
2/19/22 0:00,"$5,363.71 ","$3,139.07 ","$4,197.98 ","$2,072.47 ","$3,267.68 ","$1,688.11 ","$1,510.78 ","$2,982.20 ","$1,784.41 ","$1,002.31 ","$1,905.87 ","$1,029.57 ",$304.70 ,$225.64 ,$221.40 ,$447.77 ,$847.17 ,$240.67 ,$208.32 ,"$32,439.83 ","$16,219.92 ","$8,109.96 "
2/20/22 0:00,"$5,570.20 ","$3,426.90 ","$4,404.77 ","$2,005.49 ","$3,093.66 ","$1,632.53 ","$1,023.69 ","$2,143.97 ","$1,228.67 ","$1,458.91 ","$1,755.35 ","$1,344.03 ",$339.04 ,$289.07 ,$218.95 ,$517.67 ,$515.99 ,$334.59 ,$230.28 ,"$31,533.76 ","$15,766.88 ","$7,883.44 "
2/21/22 0:00,"$5,438.60 ","$3,842.85 ","$4,601.28 ","$2,276.25 ","$3,280.71 ","$1,672.50 ","$1,729.14 ","$2,479.03 ","$1,093.32 ","$1,468.91 ","$1,661.56 ","$1,261.58 ",$541.13 ,$237.30 ,$224.28 ,$535.07 ,$562.39 ,$332.19 ,$288.90 ,"$33,526.99 ","$16,763.50 ","$8,381.75 "
2/22/22 0:00,"$5,988.37 ","$3,818.03 ","$4,771.93 ","$2,362.69 ","$3,471.48 ","$1,605.04 ","$1,213.77 ","$2,480.04 ","$1,141.81 ","$1,823.72 ","$1,554.19 ","$1,390.07 ",$362.72 ,$229.89 ,$327.31 ,$388.79 ,$561.94 ,$201.30 ,$301.60 ,"$33,994.69 ","$16,997.35 ","$8,498.67 "
2/23/22 0:00,"$5,102.04 ","$3,102.41 ","$4,413.09 ","$2,776.75 ","$3,817.51 ","$1,641.12 ","$1,916.62 ","$2,781.18 ","$1,141.43 ","$1,290.23 ","$1,796.11 ","$1,300.89 ",$562.15 ,$230.09 ,$225.72 ,$511.87 ,$609.44 ,$259.81 ,$275.43 ,"$33,753.89 ","$16,876.94 ","$8,438.47 "
2/24/22 0:00,"$5,208.88 ","$3,156.38 ","$4,710.06 ","$2,967.01 ","$3,452.51 ","$1,620.42 ","$1,661.79 ","$2,272.15 ","$1,843.82 ","$1,776.03 ","$1,890.17 ","$1,159.74 ",$512.21 ,$288.24 ,$153.86 ,$433.20 ,$518.08 ,$236.53 ,$254.17 ,"$34,115.25 ","$17,057.62 ","$8,528.81 "
2/25/22 0:00,"$5,161.31 ","$3,304.20 ","$4,789.87 ","$2,387.57 ","$3,971.44 ","$1,533.43 ","$1,283.62 ","$2,737.77 ","$1,589.94 ","$1,002.20 ","$1,942.84 ","$1,941.73 ",$378.23 ,$217.69 ,$178.99 ,$480.39 ,$651.51 ,$159.18 ,$162.91 ,"$33,874.82 ","$16,937.41 ","$8,468.71 "
2/26/22 0:00,"$5,653.11 ","$3,075.36 ","$4,317.26 ","$2,686.69 ","$3,541.63 ","$1,757.75 ","$1,260.91 ","$2,026.34 ","$1,792.35 ","$1,490.75 ","$1,985.81 ","$1,429.28 ",$283.81 ,$283.30 ,$219.24 ,$413.11 ,$774.24 ,$254.92 ,$241.11 ,"$33,486.97 ","$16,743.48 ","$8,371.74 "
2/27/22 0:00,"$5,253.29 ","$3,424.66 ","$4,979.27 ","$2,994.90 ","$3,024.95 ","$1,369.49 ","$1,170.48 ","$2,927.15 ","$1,257.22 ","$1,319.32 ","$1,561.59 ","$1,637.80 ",$359.88 ,$247.76 ,$183.27 ,$375.19 ,$580.16 ,$303.51 ,$171.24 ,"$33,141.13 ","$16,570.57 ","$8,285.28 "
2/28/22 0:00,"$5,466.31 ","$3,107.62 ","$4,649.66 ","$2,745.67 ","$3,415.37 ","$1,475.24 ","$1,801.87 ","$2,098.96 ","$1,626.34 ","$1,808.16 ","$1,698.39 ","$1,926.76 ",$382.61 ,$226.11 ,$314.60 ,$491.51 ,$526.08 ,$304.57 ,$316.33 ,"$34,382.16 ","$17,191.08 ","$8,595.54 "
3/1/22 0:00,"$5,244.43 ","$3,568.22 ","$4,881.00 ","$2,636.19 ","$3,688.90 ","$1,401.45 ","$1,438.48 ","$2,480.83 ","$1,898.91 ","$1,402.95 ","$1,524.34 ","$1,572.47 ",$522.89 ,$258.42 ,$349.75 ,$411.61 ,$820.52 ,$296.79 ,$208.51 ,"$34,606.66 ","$17,303.33 ","$8,651.66 "
3/2/22 0:00,"$5,158.97 ","$3,246.56 ","$4,555.94 ","$2,078.07 ","$3,234.29 ","$1,209.21 ","$1,276.95 ","$2,173.43 ","$1,533.96 ","$1,069.88 ","$1,817.87 ","$1,127.00 ",$230.91 ,$227.90 ,$216.83 ,$355.94 ,$647.39 ,$190.68 ,$230.74 ,"$30,582.52 ","$15,291.26 ","$7,645.63 "
3/3/22 0:00,"$5,110.38 ","$3,596.43 ","$4,741.60 ","$2,323.22 ","$3,698.63 ","$1,321.89 ","$1,952.82 ","$2,368.62 ","$1,870.73 ","$1,708.39 ","$1,943.83 ","$1,788.58 ",$633.06 ,$251.49 ,$247.04 ,$543.36 ,$504.72 ,$164.64 ,$161.66 ,"$34,931.09 ","$17,465.54 ","$8,732.77 "
3/4/22 0:00,"$5,656.33 ","$3,117.53 ","$4,770.54 ","$2,913.39 ","$3,503.70 ","$1,055.02 ","$1,802.24 ","$2,642.02 ","$1,218.05 ","$1,013.22 ","$1,843.63 ","$1,774.66 ",$512.65 ,$261.37 ,$159.52 ,$435.76 ,$556.21 ,$183.81 ,$234.43 ,"$33,654.08 ","$16,827.04 ","$8,413.52 "
3/5/22 0:00,"$5,138.18 ","$3,975.88 ","$4,908.25 ","$2,201.01 ","$3,025.74 ","$1,325.53 ","$1,586.30 ","$2,142.47 ","$1,966.93 ","$1,334.42 ","$1,694.35 ","$1,404.61 ",$226.59 ,$258.30 ,$188.89 ,$369.86 ,$625.42 ,$151.98 ,$278.97 ,"$32,803.68 ","$16,401.84 ","$8,200.92 "
3/6/22 0:00,"$5,196.58 ","$3,932.56 ","$4,150.35 ","$2,843.59 ","$3,774.35 ","$1,390.58 ","$1,802.45 ","$2,289.11 ","$1,079.69 ","$1,498.33 ","$1,879.96 ","$1,539.39 ",$325.73 ,$281.62 ,$195.81 ,$512.49 ,$440.02 ,$301.16 ,$249.38 ,"$33,683.15 ","$16,841.58 ","$8,420.79 "
3/7/22 0:00,"$5,368.73 ","$3,391.80 ","$4,558.28 ","$2,696.32 ","$3,560.37 ","$1,093.38 ","$1,120.13 ","$2,679.18 ","$1,761.11 ","$1,741.74 ","$1,998.31 ","$1,424.89 ",$275.30 ,$261.88 ,$227.50 ,$519.72 ,$415.22 ,$190.91 ,$314.65 ,"$33,599.42 ","$16,799.71 ","$8,399.86 "
3/8/22 0:00,"$5,820.99 ","$3,242.18 ","$4,428.38 ","$2,366.32 ","$3,082.49 ","$1,220.46 ","$1,672.16 ","$2,844.54 ","$1,201.72 ","$1,313.06 ","$1,500.56 ","$1,224.24 ",$490.92 ,$222.06 ,$315.28 ,$410.27 ,$719.82 ,$237.09 ,$229.51 ,"$32,542.05 ","$16,271.03 ","$8,135.51 "
3/9/22 0:00,"$5,097.10 ","$3,250.40 ","$4,923.16 ","$2,529.17 ","$3,475.21 ","$1,249.54 ","$1,324.15 ","$2,592.90 ","$1,116.89 ","$1,104.10 ","$1,914.03 ","$1,762.92 ",$484.51 ,$229.49 ,$229.84 ,$486.55 ,$733.90 ,$168.52 ,$339.86 ,"$33,012.24 ","$16,506.12 ","$8,253.06 "
3/10/22 0:00,"$5,837.94 ","$3,483.39 ","$4,105.09 ","$2,542.81 ","$3,287.29 ","$1,227.47 ","$1,687.51 ","$2,522.98 ","$1,559.03 ","$1,825.26 ","$1,663.14 ","$1,744.44 ",$382.10 ,$240.22 ,$298.29 ,$374.05 ,$611.67 ,$257.67 ,$315.59 ,"$33,965.94 ","$16,982.97 ","$8,491.48 "
3/11/22 0:00,"$5,096.10 ","$3,039.99 ","$4,982.57 ","$2,714.05 ","$3,879.68 ","$1,350.22 ","$1,961.66 ","$2,109.61 ","$1,317.02 ","$1,009.82 ","$1,873.53 ","$1,647.06 ",$579.89 ,$276.95 ,$255.72 ,$427.42 ,$788.94 ,$231.69 ,$307.43 ,"$33,849.35 ","$16,924.68 ","$8,462.34 "
